participant,group,Lefthanded,Gender,A_V_OK,Event,condition,CONTEXT_Trial,CONTEXT_Item,CONTEXT_Accuracy,CONTEXT_RT,CONTEXT_Position,CONTEXT_cat,CONTEXT_catspec,CONTEXT_solution,CONTEXT_property,CONTEXT_concept,CONTEXT_LSA_distance,CONTEXT_mean_perceptualstrength,CONTEXT_mean_concreteness,CONTEXT_mean_exc,CONTEXT_prop_concreteness,CONTEXT_prop_exc,CONTEXT_prop_lg10CD,CONTEXT_prop_orthneigh,CONTEXT_prop_letters,CONTEXT_conc_concreteness,CONTEXT_conc_exc,CONTEXT_conc_lg10CD,CONTEXT_conc_letters,CONTEXT_mean_lg10CD,CONTEXT_conc_orthneigh,TARGET_Trial,TARGET_Item,TARGET_Accuracy,TARGET_RT,TARGET_Position,TARGET_cat,TARGET_catspec,TARGET_solution,TARGET_property,TARGET_concept,TARGET_LSA_distance,TARGET_mean_perceptualstrength,TARGET_mean_concreteness,TARGET_mean_exc,TARGET_prop_concreteness,TARGET_prop_exc,TARGET_prop_lg10CD,TARGET_prop_orthneigh,TARGET_prop_letters,TARGET_conc_concreteness,TARGET_conc_exc,TARGET_conc_lg10CD,TARGET_conc_letters,TARGET_mean_lg10CD,TARGET_conc_orthneigh,log_cooccurrence_propertytoproperty
44,Quick,N,F,Y,65,visual2visual,129,177,rightanswer,459,context,visual,v_de,Ja,Bolvormige,Formatie,0.83644,3.413,2.9,0.432432432,NA,0.486486486,0.48,0,10,NA,0.378378378,2.04,8,1.26,0,130,57,rightanswer,404,target,visual,v_de,Nee,Compacte,Reus,1.01699,2.984,3.435,0.354166667,NA,0.375,1.43,1,8,NA,0.333333333,2.29,4,1.86,7,4.48863637
45,Quick,N,F,Y,65,auditory2visual,129,195,wronganswer,1542,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,130,98,rightanswer,1452,target,visual,v_het,Nee,Behaard,Beheer,1.04916,2.825,3.2,0.420930233,NA,0.441860465,1.45,6,7,NA,0.4,1.95,6,1.7,5,0
46,Selfpaced,N,F,Y,65,visual2visual,129,179,wronganswer,617,context,visual,v_het,Ja,Glitterend,Effect,NA,3.671,2.07,0.464892831,NA,0.515151515,0.48,0,10,NA,0.414634146,2.77,6,1.625,0,130,45,wronganswer,662,target,visual,v_de,Ja,Kille,Aantekening,0.881481,2.443,3.37,0.258169935,NA,0.294117647,1.91,20,5,NA,0.222222222,1.76,11,1.835,0,0
47,Selfpaced,N,F,Y,65,visual2visual,129,172,wronganswer,1342,context,visual,v_de,Nee,Langgerekte,Verbeelding,0.862372,3.821,2.3,0.37340302,NA,0.380952381,0.48,2,11,NA,0.365853659,2.49,11,1.485,0,130,55,rightanswer,879,target,visual,v_de,Nee,Sterke,Wacht,0.683177,3.027,2.965,0.350793651,NA,0.301587302,3.08,7,6,NA,0.4,3.87,5,3.475,10,0
48,Selfpaced,N,F,Y,65,auditory2visual,129,185,rightanswer,513,context,auditory,a_de,Nee,Krijsende,Dichter,NA,2.667,2.87,0.22718254,NA,0.232142857,1.32,2,9,NA,0.222222222,2.96,7,2.14,6,130,84,rightanswer,703,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,5.966146739
49,Quick,N,M,Y,65,haptic2visual,129,123,wronganswer,433,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,130,25,rightanswer,622,target,visual,v_de,Ja,Schone,President,0.920504,3.471,2.73,0.370230079,NA,0.308641975,2.82,4,6,NA,0.431818182,3.07,9,2.945,0,9.560785954
50,Quick,N,M,Y,65,visual2visual,129,150,wronganswer,549,context,visual,v_het,Nee,Weinig,Fortuin,0.816837,2.214,1.965,0.229166667,NA,0.208333333,3.49,3,6,NA,0.25,2.69,7,3.09,0,130,52,rightanswer,391,target,visual,v_de,Ja,Lelijke,Prins,0.785819,3.741,2.83,0.319715143,NA,0.465517241,2.84,2,7,NA,0.173913044,2.78,5,2.81,2,7.826044014
1,Quick,N,F,Y,66,auditory2visual,131,206,rightanswer,1069,context,auditory,a_het,Nee,Kreunend,Gelach,NA,4.882,4,0.416666667,NA,0.5,0.78,1,8,4,0.333333333,1.95,6,1.365,0,132,108,wronganswer,758,target,visual,v_de,Ja,Blonde,Pupil,0.910093,4.05,4.1,0.620110447,4.4,0.679245283,2.55,4,6,3.8,0.56097561,1.66,5,2.105,0,6.272877007
2,Quick,N,F,Y,66,visual2visual,131,168,rightanswer,420,context,visual,v_de,Nee,Gevorkte,Race,0.945167,4.048,4.47,0.353144655,NA,0.366666667,0.6,0,8,NA,0.339622642,2.5,4,1.55,9,132,65,rightanswer,554,target,visual,v_het,Ja,Bruin,Type,0.708907,2.794,2.765,0.442857143,NA,0.619047619,2.68,3,5,NA,0.266666667,3.08,4,2.88,5,3.761200116
3,Quick,N,F,Y,66,haptic2visual,131,117,rightanswer,795,context,haptic,h_de,Ja,Slijmerige,Vloeistof,0.650393,4,3.735,0.222513743,NA,0.289855072,1.75,1,10,NA,0.155172414,2.21,9,1.98,0,132,6,rightanswer,824,target,visual,v_de,Nee,Grove,Sierlijkheid,0.931037,3.446,2.07,0.274487836,NA,0.253521127,2.16,6,5,NA,0.295454545,0.6,12,1.38,0,3.713572067
4,Quick,N,F,Y,66,visual2visual,131,178,rightanswer,383,context,visual,v_het,Ja,Donker,Moment,0.684565,2.952,2.665,0.439024391,NA,0.634146342,3.28,1,6,NA,0.243902439,3.7,6,3.49,0,132,45,wronganswer,317,target,visual,v_de,Ja,Kille,Aantekening,0.881481,2.443,3.37,0.258169935,NA,0.294117647,1.91,20,5,NA,0.222222222,1.76,11,1.835,0,7.085064294
5,Quick,Y,F,Y,66,visual2visual,131,175,rightanswer,889,context,visual,v_de,Nee,Kleine,Reus,0.710016,3.679,3.5,0.404761905,NA,0.476190476,3.67,4,6,NA,0.333333333,2.29,4,2.98,7,132,61,wronganswer,1244,target,visual,v_de,Nee,Gevouwen,Situatie,NA,3.571,2.27,0.383951407,NA,0.485294118,1.51,1,8,NA,0.282608696,3.33,8,2.42,1,7.648739789
6,,N,F,Y,66,auditory2visual,131,192,wronganswer,1016,context,auditory,a_de,Ja,Knallende,Herinnering,NA,3.286,1.87,0.309210527,NA,0.368421053,1.38,2,9,NA,0.25,2.8,11,2.09,0,132,84,wronganswer,722,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,0
8,,N,F,Y,66,haptic2visual,131,113,rightanswer,393,context,haptic,h_het,Nee,Kietelend,Pistool,NA,4.089,4.87,0.2,NA,0.307692308,0.6,1,9,NA,0.092307692,3.23,7,1.915,0,132,5,wronganswer,753,target,visual,v_de,Ja,Stevige,Veiligheid,0.928228,3.188,2.5,0.274475525,NA,0.230769231,2.38,1,7,NA,0.318181818,3.13,10,2.755,3,0
9,,N,F,Y,66,haptic2visual,131,139,wronganswer,1666,context,haptic,h_het,Ja,Donzig,Zaad,0.672252,3.261,4.065,0.384415585,NA,0.25974026,1.3,13,6,NA,0.509090909,2.33,4,1.815,8,132,31,rightanswer,581,target,visual,v_de,Nee,Gevlekte,Belasting,0.981789,3.528,3.1,0.438251619,NA,0.680851064,1.4,3,8,NA,0.195652174,2.56,9,1.98,0,0
10,,N,F,Y,66,visual2visual,131,170,rightanswer,714,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,132,62,rightanswer,406,target,visual,v_de,Nee,Pluizige,Boete,0.902354,3.571,3.435,0.385531136,NA,0.461538462,1.46,0,8,NA,0.30952381,2.47,5,1.965,8,0
11,Quick,N,F,Y,66,haptic2visual,131,121,rightanswer,1351,context,haptic,h_het,Ja,Mals,Contact,1.20917,3.982,3.1,0.242094862,NA,0.347826087,1.64,13,4,NA,0.136363636,3.37,7,2.505,2,132,5,rightanswer,986,target,visual,v_de,Ja,Stevige,Veiligheid,0.928228,3.188,2.5,0.274475525,NA,0.230769231,2.38,1,7,NA,0.318181818,3.13,10,2.755,3,0
12,Quick,N,M,Y,66,haptic2visual,131,130,wronganswer,652,context,haptic,h_de,Ja,Geneeskrachtige,Rots,0.920404,2.557,4.73,0.263673891,NA,0.176470588,1,0,15,NA,0.350877193,2.62,4,1.81,8,132,15,rightanswer,430,target,visual,v_de,Nee,Betoverende,Plug,0.938647,2.85,3.2,0.330434783,NA,0.260869565,1.72,2,11,NA,0.4,1.56,4,1.64,3,0
13,Quick,N,F,Y,66,auditory2visual,131,191,wronganswer,462,context,auditory,a_het,Nee,Schreeuwend,Compliment,0.977691,3.444,3.035,0.308147397,NA,0.224137931,2.02,2,11,NA,0.392156863,2.59,10,2.305,0,132,106,rightanswer,376,target,visual,v_de,Nee,Fuchsia,Eigenaar,0.94063,3.902,3.735,0.577106519,NA,0.918918919,1,0,7,NA,0.235294118,3.02,8,2.01,1,0
14,Selfpaced,N,F,Y,66,visual2visual,131,175,wronganswer,400,context,visual,v_de,Nee,Kleine,Reus,0.710016,3.679,3.5,0.404761905,NA,0.476190476,3.67,4,6,NA,0.333333333,2.29,4,2.98,7,132,49,rightanswer,532,target,visual,v_het,Nee,Mistig,Loon,0.934111,3.286,3.47,0.308116883,NA,0.457142857,1.7,2,6,NA,0.159090909,2.8,4,2.25,13,8.741296282
15,Selfpaced,N,F,Y,66,visual2visual,131,151,rightanswer,345,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,132,40,rightanswer,559,target,visual,v_de,Ja,Smerige,Boerderij,0.787197,3.691,3.765,0.18005279,NA,0.308823529,2.94,3,7,NA,0.051282051,2.77,9,2.855,0,0
16,Selfpaced,N,F,Y,66,visual2visual,131,146,rightanswer,782,context,visual,v_de,Nee,Weerkaatsende,Levering,NA,2.933,3.2,0.184491979,NA,0.323529412,0.3,0,13,NA,0.045454546,2.19,8,1.245,1,132,48,wronganswer,426,target,visual,v_de,Ja,Rotsige,Beurs,0.981565,2.6,3.07,0.3046875,NA,0.359375,0.78,1,7,NA,0.25,2.61,5,1.695,1,0
17,Selfpaced,N,F,Y,66,visual2visual,131,169,wronganswer,504,context,visual,v_het,Nee,Schitterend,Sterven,0.854525,3.444,2.735,0.361658457,NA,0.413793104,2.99,2,11,NA,0.30952381,3.53,7,3.26,5,132,69,rightanswer,410,target,visual,v_de,Ja,Lichtbruine,Verhulling,NA,3.967,3.6,0.502173913,NA,0.7,0.9,0,11,NA,0.304347826,0.78,10,0.84,1,7.335633982
18,Selfpaced,N,F,Y,66,auditory2visual,131,190,rightanswer,466,context,auditory,a_de,Nee,Gierende,Seconde,NA,3.411,2.87,0.306603774,NA,0.5,1.08,2,8,NA,0.113207547,2.85,7,1.965,1,132,104,rightanswer,523,target,visual,v_de,Nee,Rode,Huur,0.987542,3.661,3.565,0.531329924,NA,0.739130435,3.19,1,4,NA,0.323529412,2.95,4,3.07,9,6.230481448
19,Selfpaced,N,F,Y,66,haptic2visual,131,137,rightanswer,1516,context,haptic,h_de,Ja,Glibberige,Rots,0.709194,4.107,4.13,0.356598017,NA,0.362318841,1.53,1,10,NA,0.350877193,2.62,4,2.075,8,132,11,wronganswer,4934,target,visual,v_de,Ja,Droge,Weerstand,1.0069,3.671,3.065,0.309200604,NA,0.461538462,2.5,4,5,NA,0.156862745,2.36,9,2.43,0,6.11146734
20,Selfpaced,N,F,Y,66,auditory2visual,131,215,wronganswer,528,context,auditory,a_het,Ja,Hese,Verhoor,0.93572,3.159,4.335,0.569157393,NA,0.705882353,1.18,18,4,NA,0.432432433,2.43,7,1.805,4,132,89,rightanswer,464,target,visual,v_de,Nee,Vlezige,Huur,0.947536,3.086,2.965,0.342320262,NA,0.361111111,1.04,0,7,NA,0.323529412,2.95,4,1.995,9,0
21,Selfpaced,N,F,Y,66,auditory2visual,131,215,wronganswer,521,context,auditory,a_het,Ja,Hese,Verhoor,0.93572,3.159,4.335,0.569157393,NA,0.705882353,1.18,18,4,NA,0.432432433,2.43,7,1.805,4,132,98,rightanswer,716,target,visual,v_het,Nee,Behaard,Beheer,1.04916,2.825,3.2,0.420930233,NA,0.441860465,1.45,6,7,NA,0.4,1.95,6,1.7,5,0
22,Selfpaced,N,M,Y,66,visual2visual,131,167,wronganswer,691,context,visual,v_de,Ja,Olieachtige,Aantekening,0.87788,3.343,3.53,0.345486111,NA,0.46875,0.6,0,11,NA,0.222222222,1.76,11,1.18,0,132,40,rightanswer,1302,target,visual,v_de,Ja,Smerige,Boerderij,0.787197,3.691,3.765,0.18005279,NA,0.308823529,2.94,3,7,NA,0.051282051,2.77,9,2.855,0,3.737669618
23,Selfpaced,N,F,Y,66,auditory2visual,131,187,rightanswer,1379,context,auditory,a_het,Nee,Knarsend,Gerucht,NA,4.536,2,0.267857143,NA,0.25,0.7,1,9,NA,0.285714286,2.61,7,1.655,4,132,73,rightanswer,783,target,visual,v_de,Nee,Pijnlijke,Levering,0.980362,2.611,3.035,0.046536797,NA,0.047619048,2.4,1,9,NA,0.045454546,2.19,8,2.295,1,3.761200116
24,Selfpaced,Y,M,Y,66,auditory2visual,131,212,wronganswer,761,context,auditory,a_het,Ja,Zoemend,Advies,NA,4.59,1.87,0.506112145,NA,0.603773585,0.85,0,7,NA,0.408450704,3.04,6,1.945,0,132,76,wronganswer,655,target,visual,v_de,Ja,Krullende,Vrijheid,NA,3.365,1.47,0.213981115,NA,0.223880597,0.85,1,9,NA,0.204081633,3.11,8,1.98,0,0
26,Quick,N,F,Y,66,auditory2visual,131,214,rightanswer,102,context,auditory,a_het,Ja,Schel,Geluid,0.618908,3.619,3.27,0.520108696,NA,0.475,1,10,5,NA,0.565217391,3.14,6,2.07,4,132,100,rightanswer,268,target,visual,v_de,Ja,Wazige,Verhulling,NA,3.367,3.47,0.47826087,NA,0.652173913,1.51,2,6,NA,0.304347826,0.78,10,1.145,1,5.572154032
27,Quick,Y,F,Y,66,auditory2visual,131,193,wronganswer,907,context,auditory,a_de,Ja,Sissende,Laster,NA,2.95,2.33,0.309615385,NA,0.369230769,1.04,0,8,NA,0.25,1.84,6,1.44,4,132,76,wronganswer,276,target,visual,v_de,Ja,Krullende,Vrijheid,NA,3.365,1.47,0.213981115,NA,0.223880597,0.85,1,9,NA,0.204081633,3.11,8,1.98,0,0
28,Quick,N,F,Y,66,haptic2visual,131,129,wronganswer,551,context,haptic,h_de,Nee,Plakkende,Spier,NA,3.657,4.67,0.263115416,NA,0.238095238,0.48,2,9,NA,0.288135593,2.04,5,1.26,4,132,17,wronganswer,894,target,visual,v_de,Ja,Ondiepe,Kwestie,0.879064,2.938,2.365,0.332810867,NA,0.424242424,1.54,1,7,NA,0.24137931,3.03,7,2.285,1,0
29,Quick,N,F,Y,66,auditory2visual,131,200,wronganswer,954,context,auditory,a_het,Ja,Stil,Voornemen,0.876852,3.686,2.465,0.37515763,NA,0.442622951,3.58,8,4,NA,0.307692308,1.61,9,2.595,3,132,88,rightanswer,1463,target,visual,v_de,Ja,Soepele,Substituut,0.99406,2.75,2.58,0.340263692,NA,0.327586207,1.56,3,7,NA,0.352941176,0.6,10,1.08,0,9.951324882
30,Quick,N,M,Y,66,auditory2visual,131,212,wronganswer,708,context,auditory,a_het,Ja,Zoemend,Advies,NA,4.59,1.87,0.506112145,NA,0.603773585,0.85,0,7,NA,0.408450704,3.04,6,1.945,0,132,94,wronganswer,627,target,visual,v_het,Ja,Modderig,Sterven,0.856102,3.6,3.47,0.372710623,NA,0.435897436,1.42,1,8,NA,0.30952381,3.53,7,2.475,5,0
31,Quick,Y,F,Y,66,visual2visual,131,151,rightanswer,510,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,132,39,wronganswer,505,target,visual,v_het,Ja,Hol,Bezit,0.907924,3.414,3.2,0.167601381,NA,0.236842105,2.56,9,3,NA,0.098360656,3.16,5,2.86,4,0
32,Quick,N,F,N,66,haptic2visual,131,140,rightanswer,755,context,haptic,h_de,Ja,Warme,Massage,0.752902,4.306,3.835,0.388146168,NA,0.393939394,2.87,9,5,NA,0.382352941,2.31,7,2.59,3,132,28,rightanswer,452,target,visual,v_de,Nee,Groeiende,Wacht,NA,3.527,3.2,0.415384616,NA,0.430769231,1.91,3,9,NA,0.4,3.87,5,2.89,10,8.522379718
34,Selfpaced,Y,M,Y,66,haptic2visual,131,120,wronganswer,861,context,haptic,h_het,Ja,Hard,Heft,0.890188,2.938,3.055,0.238095238,NA,0.142857143,3.6,12,4,NA,0.333333333,2.03,4,2.815,8,132,29,wronganswer,1413,target,visual,v_het,Ja,Tenger,Effect,0.917275,3.671,2.535,0.417843389,NA,0.421052632,1.3,1,6,NA,0.414634146,2.77,6,2.035,0,8.071530894
35,Selfpaced,N,M,Y,66,haptic2visual,131,123,rightanswer,1158,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,132,3,rightanswer,841,target,visual,v_de,Nee,Barstende,Veiligheid,NA,2.889,1.93,0.212937063,NA,0.107692308,1.57,2,9,NA,0.318181818,3.13,10,2.35,3,5.598421959
36,Selfpaced,N,F,Y,66,haptic2visual,131,115,rightanswer,539,context,haptic,h_de,Nee,Jeukende,Schok,NA,2.857,3.33,0.205882353,NA,0.333333333,0.95,1,8,NA,0.078431372,2.62,5,1.785,6,132,3,rightanswer,272,target,visual,v_de,Nee,Barstende,Veiligheid,NA,2.889,1.93,0.212937063,NA,0.107692308,1.57,2,9,NA,0.318181818,3.13,10,2.35,3,0
37,Selfpaced,N,F,Y,66,auditory2visual,131,215,wronganswer,717,context,auditory,a_het,Ja,Hese,Verhoor,0.93572,3.159,4.335,0.569157393,NA,0.705882353,1.18,18,4,NA,0.432432433,2.43,7,1.805,4,132,100,rightanswer,1677,target,visual,v_de,Ja,Wazige,Verhulling,NA,3.367,3.47,0.47826087,NA,0.652173913,1.51,2,6,NA,0.304347826,0.78,10,1.145,1,0
38,Selfpaced,Y,F,Y,66,auditory2visual,131,199,wronganswer,563,context,auditory,a_de,Nee,Blaffende,Felicitatie,NA,4.295,2.67,0.374603175,NA,0.471428571,1.34,2,9,NA,0.277777778,1.2,11,1.27,1,132,73,wronganswer,521,target,visual,v_de,Nee,Pijnlijke,Levering,0.980362,2.611,3.035,0.046536797,NA,0.047619048,2.4,1,9,NA,0.045454546,2.19,8,2.295,1,3.784189634
39,Selfpaced,N,M,Y,66,visual2visual,131,172,rightanswer,1221,context,visual,v_de,Nee,Langgerekte,Verbeelding,0.862372,3.821,2.3,0.37340302,NA,0.380952381,0.48,2,11,NA,0.365853659,2.49,11,1.485,0,132,68,rightanswer,1163,target,visual,v_de,Nee,Paarse,Vrijheid,1.01049,3.955,2.8,0.497389654,NA,0.790697674,2.15,10,6,NA,0.204081633,3.11,8,2.63,0,5.303304908
40,Quick,N,F,Y,66,haptic2visual,131,115,rightanswer,459,context,haptic,h_de,Nee,Jeukende,Schok,NA,2.857,3.33,0.205882353,NA,0.333333333,0.95,1,8,NA,0.078431372,2.62,5,1.785,6,132,31,rightanswer,254,target,visual,v_de,Nee,Gevlekte,Belasting,0.981789,3.528,3.1,0.438251619,NA,0.680851064,1.4,3,8,NA,0.195652174,2.56,9,1.98,0,0
41,Quick,N,F,N,66,visual2visual,131,161,rightanswer,612,context,visual,v_de,Nee,Dode,Levering,0.939932,2.556,3.265,0.287433156,NA,0.529411765,3.24,19,4,NA,0.045454546,2.19,8,2.715,1,132,65,wronganswer,398,target,visual,v_het,Ja,Bruin,Type,0.708907,2.794,2.765,0.442857143,NA,0.619047619,2.68,3,5,NA,0.266666667,3.08,4,2.88,5,8.970686269
42,Selfpaced,N,F,Y,66,haptic2visual,131,109,rightanswer,530,context,haptic,h_het,Ja,Gebroken,Bot,0.552381,3.135,4,0.150597388,NA,0.114754098,3.31,3,8,NA,0.186440678,2.71,3,3.01,29,132,18,rightanswer,433,target,visual,v_het,Ja,Somber,Type,0.926306,2.516,2.03,0.333333334,NA,0.4,2.43,2,6,NA,0.266666667,3.08,4,2.755,5,0
44,Quick,N,F,Y,66,haptic2visual,131,110,rightanswer,292,context,haptic,h_het,Nee,Drassig,Welzijn,1.02971,3.444,2.73,0.157072369,NA,0.15625,0.78,0,7,NA,0.157894737,2.33,7,1.555,0,132,23,rightanswer,535,target,visual,v_de,Nee,Blauwe,Boerderij,0.983035,3.579,4.365,0.36710444,NA,0.682926829,3.14,4,6,NA,0.051282051,2.77,9,2.955,0,0
45,Quick,N,F,Y,66,visual2visual,131,180,rightanswer,1356,context,visual,v_de,Nee,Doorschijnende,Verhulling,NA,3.792,3.5,0.501011123,NA,0.697674419,0.48,0,14,NA,0.304347826,0.78,10,0.63,1,132,69,wronganswer,1102,target,visual,v_de,Ja,Lichtbruine,Verhulling,NA,3.967,3.6,0.502173913,NA,0.7,0.9,0,11,NA,0.304347826,0.78,10,0.84,1,6.336825731
46,Selfpaced,N,F,Y,66,auditory2visual,131,207,wronganswer,792,context,auditory,a_de,Ja,Piepende,Aankondiging,NA,3.83,2.2,0.451495727,NA,0.422222222,1.08,1,8,NA,0.480769231,2.06,12,1.57,0,132,106,rightanswer,664,target,visual,v_de,Nee,Fuchsia,Eigenaar,0.94063,3.902,3.735,0.577106519,NA,0.918918919,1,0,7,NA,0.235294118,3.02,8,2.01,1,0
47,Selfpaced,N,F,Y,66,haptic2visual,131,125,rightanswer,1834,context,haptic,h_het,Nee,Pulserend,Heft,NA,2.393,2.71,0.256410256,NA,0.179487179,0.48,0,9,NA,0.333333333,2.03,4,1.255,8,132,23,rightanswer,702,target,visual,v_de,Nee,Blauwe,Boerderij,0.983035,3.579,4.365,0.36710444,NA,0.682926829,3.14,4,6,NA,0.051282051,2.77,9,2.955,0,9.926862224
48,Selfpaced,N,F,Y,66,visual2visual,131,169,rightanswer,362,context,visual,v_het,Nee,Schitterend,Sterven,0.854525,3.444,2.735,0.361658457,NA,0.413793104,2.99,2,11,NA,0.30952381,3.53,7,3.26,5,132,37,rightanswer,349,target,visual,v_het,Ja,Brak,Bezit,0.901718,3.314,2.71,0.149180328,NA,0.2,2.9,7,4,NA,0.098360656,3.16,5,3.03,4,0
49,Quick,N,M,Y,66,visual2visual,131,151,rightanswer,824,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,132,43,rightanswer,664,target,visual,v_het,Nee,Koortsig,Fortuin,1.05603,2.414,2.635,0.25,NA,0.25,1.42,0,8,NA,0.25,2.69,7,2.055,0,0
50,Quick,N,M,Y,66,haptic2visual,131,122,rightanswer,790,context,haptic,h_het,Ja,Broos,Bot,0.873392,3.482,3.87,0.243220339,NA,0.3,1.26,6,5,NA,0.186440678,2.71,3,1.985,29,132,19,wronganswer,1540,target,visual,v_de,Ja,Jankende,Proportie,NA,3.013,1.8,0.346082779,NA,0.207317073,1.36,2,8,NA,0.484848485,1.32,9,1.34,1,0
1,Quick,N,F,Y,67,visual2visual,133,146,rightanswer,484,context,visual,v_de,Nee,Weerkaatsende,Levering,NA,2.933,3.2,0.184491979,NA,0.323529412,0.3,0,13,3.2,0.045454546,2.19,8,1.245,1,134,48,wronganswer,462,target,visual,v_de,Ja,Rotsige,Beurs,0.981565,2.6,3.07,0.3046875,NA,0.359375,0.78,1,7,3.07,0.25,2.61,5,1.695,1,0
2,Quick,N,F,Y,67,haptic2visual,133,120,rightanswer,657,context,haptic,h_het,Ja,Hard,Heft,0.890188,2.938,3.055,0.238095238,NA,0.142857143,3.6,12,4,NA,0.333333333,2.03,4,2.815,8,134,34,rightanswer,829,target,visual,v_de,Ja,Effen,Deel,0.93126,3.675,3.035,0.503496504,NA,0.461538462,1.26,4,5,NA,0.545454545,3.54,4,2.4,13,9.594513745
3,Quick,N,F,Y,67,auditory2visual,133,182,rightanswer,873,context,auditory,a_de,Ja,Jammerende,Poëzie,NA,2.722,2.93,0.182138481,NA,0.254901961,1.2,1,10,NA,0.109375,2.42,6,1.81,0,134,78,wronganswer,667,target,visual,v_de,Ja,Doffe,Eigenaar,0.958726,3.048,3.065,0.256535948,NA,0.277777778,1.34,2,5,NA,0.235294118,3.02,8,2.18,1,0
4,Quick,N,F,Y,67,visual2visual,133,165,rightanswer,410,context,visual,v_de,Nee,Papperige,Wacht,0.717868,2.381,3.235,0.307843137,NA,0.215686274,0.3,0,9,NA,0.4,3.87,5,2.085,10,134,48,rightanswer,331,target,visual,v_de,Ja,Rotsige,Beurs,0.981565,2.6,3.07,0.3046875,NA,0.359375,0.78,1,7,NA,0.25,2.61,5,1.695,1,0
5,Quick,Y,F,Y,67,visual2visual,133,167,rightanswer,1218,context,visual,v_de,Ja,Olieachtige,Aantekening,0.87788,3.343,3.53,0.345486111,NA,0.46875,0.6,0,11,NA,0.222222222,1.76,11,1.18,0,134,52,wronganswer,988,target,visual,v_de,Ja,Lelijke,Prins,0.785819,3.741,2.83,0.319715143,NA,0.465517241,2.84,2,7,NA,0.173913044,2.78,5,2.81,2,0
6,,N,F,Y,67,auditory2visual,133,188,rightanswer,715,context,auditory,a_de,Nee,Giechelende,Overeenkomst,NA,4.042,1.93,0.270701755,NA,0.394736842,0.78,1,11,NA,0.146666667,2.73,12,1.755,1,134,80,rightanswer,5442,target,visual,v_de,Nee,Pure,Plug,0.995621,2.875,3.23,0.271428572,NA,0.142857143,2.74,8,4,NA,0.4,1.56,4,2.15,3,0
8,,N,F,Y,67,visual2visual,133,168,rightanswer,531,context,visual,v_de,Nee,Gevorkte,Race,0.945167,4.048,4.47,0.353144655,NA,0.366666667,0.6,0,8,NA,0.339622642,2.5,4,1.55,9,134,60,rightanswer,564,target,visual,v_het,Ja,Nauw,Effect,1.04643,3.371,2.4,0.37398374,NA,0.333333333,2.36,8,4,NA,0.414634146,2.77,6,2.565,0,0
9,,N,F,Y,67,visual2visual,133,161,rightanswer,691,context,visual,v_de,Nee,Dode,Levering,0.939932,2.556,3.265,0.287433156,NA,0.529411765,3.24,19,4,NA,0.045454546,2.19,8,2.715,1,134,53,wronganswer,706,target,visual,v_de,Nee,Enorme,Plug,0.970384,3.25,2.965,0.338888889,NA,0.277777778,3.16,2,6,NA,0.4,1.56,4,2.36,3,6.964135612
10,,N,F,Y,67,visual2visual,133,176,wronganswer,1162,context,visual,v_de,Ja,Korte,Expansie,0.974158,3.625,2.565,0.413461539,NA,0.576923077,3.05,14,5,NA,0.25,1.04,8,2.045,0,134,68,rightanswer,576,target,visual,v_de,Nee,Paarse,Vrijheid,1.01049,3.955,2.8,0.497389654,NA,0.790697674,2.15,10,6,NA,0.204081633,3.11,8,2.63,0,8.333991247
11,Quick,N,F,Y,67,haptic2visual,133,127,rightanswer,962,context,haptic,h_de,Ja,Zachte,Spier,0.832062,3.982,4.2,0.262488849,NA,0.236842105,2.59,14,6,NA,0.288135593,2.04,5,2.315,4,134,13,rightanswer,1041,target,visual,v_de,Ja,Absorberende,Verbeelding,NA,2.683,1.6,0.317073171,NA,0.268292683,0.9,1,12,NA,0.365853659,2.49,11,1.695,0,9.893336201
