participant,group,Lefthanded,Gender,A_V_OK,Event,condition,CONTEXT_Trial,CONTEXT_Item,CONTEXT_Accuracy,CONTEXT_RT,CONTEXT_Position,CONTEXT_cat,CONTEXT_catspec,CONTEXT_solution,CONTEXT_property,CONTEXT_concept,CONTEXT_LSA_distance,CONTEXT_mean_perceptualstrength,CONTEXT_mean_concreteness,CONTEXT_mean_exc,CONTEXT_prop_concreteness,CONTEXT_prop_exc,CONTEXT_prop_lg10CD,CONTEXT_prop_orthneigh,CONTEXT_prop_letters,CONTEXT_conc_concreteness,CONTEXT_conc_exc,CONTEXT_conc_lg10CD,CONTEXT_conc_letters,CONTEXT_mean_lg10CD,CONTEXT_conc_orthneigh,TARGET_Trial,TARGET_Item,TARGET_Accuracy,TARGET_RT,TARGET_Position,TARGET_cat,TARGET_catspec,TARGET_solution,TARGET_property,TARGET_concept,TARGET_LSA_distance,TARGET_mean_perceptualstrength,TARGET_mean_concreteness,TARGET_mean_exc,TARGET_prop_concreteness,TARGET_prop_exc,TARGET_prop_lg10CD,TARGET_prop_orthneigh,TARGET_prop_letters,TARGET_conc_concreteness,TARGET_conc_exc,TARGET_conc_lg10CD,TARGET_conc_letters,TARGET_mean_lg10CD,TARGET_conc_orthneigh,log_cooccurrence_propertytoproperty
12,Quick,N,M,Y,67,visual2visual,133,174,wronganswer,648,context,visual,v_de,Ja,Ruige,Pupil,0.89657,3.813,3.265,0.391598916,NA,0.222222222,2.09,5,5,NA,0.56097561,1.66,5,1.875,0,134,58,wronganswer,376,target,visual,v_de,Ja,Bleke,Ziekte,0.818318,3.6,3.63,0.354204477,NA,0.620689655,1.92,4,5,NA,0.087719298,2.98,6,2.45,3,6.350885717
13,Quick,N,F,Y,67,visual2visual,133,168,rightanswer,471,context,visual,v_de,Nee,Gevorkte,Race,0.945167,4.048,4.47,0.353144655,NA,0.366666667,0.6,0,8,NA,0.339622642,2.5,4,1.55,9,134,69,wronganswer,671,target,visual,v_de,Ja,Lichtbruine,Verhulling,NA,3.967,3.6,0.502173913,NA,0.7,0.9,0,11,NA,0.304347826,0.78,10,0.84,1,0
14,Selfpaced,N,F,Y,67,visual2visual,133,170,rightanswer,929,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,134,57,rightanswer,690,target,visual,v_de,Nee,Compacte,Reus,1.01699,2.984,3.435,0.354166667,NA,0.375,1.43,1,8,NA,0.333333333,2.29,4,1.86,7,0
15,Selfpaced,N,F,Y,67,haptic2visual,133,138,wronganswer,301,context,haptic,h_het,Nee,Glad,Vilt,0.83905,4.375,4.305,0.362650603,NA,0.325301205,2.17,2,6,NA,0.4,1.4,4,1.785,11,134,6,wronganswer,794,target,visual,v_de,Nee,Grove,Sierlijkheid,0.931037,3.446,2.07,0.274487836,NA,0.253521127,2.16,6,5,NA,0.295454545,0.6,12,1.38,0,10.8423418
16,Selfpaced,N,F,Y,67,auditory2visual,133,201,wronganswer,2311,context,auditory,a_het,Ja,Luidruchtig,Noodgeval,0.814128,4.014,2.53,0.385799404,NA,0.526315789,2.05,1,11,NA,0.245283019,2.74,9,2.395,0,134,89,rightanswer,563,target,visual,v_de,Nee,Vlezige,Huur,0.947536,3.086,2.965,0.342320262,NA,0.361111111,1.04,0,7,NA,0.323529412,2.95,4,1.995,9,0
17,Selfpaced,N,F,Y,67,auditory2visual,133,204,rightanswer,825,context,auditory,a_de,Nee,Grommende,Economie,NA,3.771,1.53,0.412207358,NA,0.47826087,0.95,1,9,NA,0.346153846,2.44,8,1.695,0,134,74,rightanswer,305,target,visual,v_de,Ja,Levende,Kip,0.76092,3.486,3.9,0.079850746,NA,0.1,2.83,5,7,NA,0.059701492,2.96,3,2.895,18,0
18,Selfpaced,N,F,Y,67,haptic2visual,133,110,rightanswer,331,context,haptic,h_het,Nee,Drassig,Welzijn,1.02971,3.444,2.73,0.157072369,NA,0.15625,0.78,0,7,NA,0.157894737,2.33,7,1.555,0,134,14,rightanswer,355,target,visual,v_de,Nee,Diepe,Plug,0.914433,3.5,3.6,0.326666667,NA,0.253333333,2.69,10,5,NA,0.4,1.56,4,2.125,3,0
19,Selfpaced,N,F,Y,67,auditory2visual,133,181,wronganswer,1453,context,auditory,a_de,Ja,Zeurende,Wrok,NA,2.548,1.8,0.179861111,NA,0.270833333,1.38,2,8,NA,0.088888889,2.2,4,1.79,4,134,90,rightanswer,2363,target,visual,v_de,Nee,Lenige,Belasting,0.991066,3.5,2.735,0.347826087,NA,0.5,0.85,3,6,NA,0.195652174,2.56,9,1.705,0,0
20,Selfpaced,N,F,Y,67,haptic2visual,133,119,wronganswer,473,context,haptic,h_het,Ja,Ruw,Contact,0.850669,3.357,3.135,0.228896104,NA,0.321428571,2.49,11,3,NA,0.136363636,3.37,7,2.93,2,134,29,wronganswer,512,target,visual,v_het,Ja,Tenger,Effect,0.917275,3.671,2.535,0.417843389,NA,0.421052632,1.3,1,6,NA,0.414634146,2.77,6,2.035,0,5.393627546
21,Selfpaced,N,F,Y,67,auditory2visual,133,196,rightanswer,1147,context,auditory,a_het,Nee,Schor,Enthousiasme,0.859341,4.578,2.83,0.337784091,NA,0.59375,1.11,7,5,NA,0.081818182,2.25,12,1.68,1,134,101,rightanswer,451,target,visual,v_het,Nee,Oranje,Concept,0.99857,3.513,2.965,0.498317915,NA,0.655172414,2.45,12,6,NA,0.341463415,2.34,7,2.395,1,5.986452005
22,Selfpaced,N,M,Y,67,haptic2visual,133,127,rightanswer,730,context,haptic,h_de,Ja,Zachte,Spier,0.832062,3.982,4.2,0.262488849,NA,0.236842105,2.59,14,6,NA,0.288135593,2.04,5,2.315,4,134,11,wronganswer,478,target,visual,v_de,Ja,Droge,Weerstand,1.0069,3.671,3.065,0.309200604,NA,0.461538462,2.5,4,5,NA,0.156862745,2.36,9,2.43,0,10.33090983
23,Selfpaced,N,F,Y,67,auditory2visual,133,182,rightanswer,1135,context,auditory,a_de,Ja,Jammerende,Poëzie,NA,2.722,2.93,0.182138481,NA,0.254901961,1.2,1,10,NA,0.109375,2.42,6,1.81,0,134,102,rightanswer,631,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,0
24,Selfpaced,Y,M,Y,67,visual2visual,133,156,wronganswer,899,context,visual,v_de,Ja,Onmetelijke,Levering,1.02835,2.958,2.335,0.260822511,NA,0.476190476,1.26,0,11,NA,0.045454546,2.19,8,1.725,1,134,44,rightanswer,743,target,visual,v_de,Ja,Zwakke,Worp,0.819115,3.402,3.17,0.255578094,NA,0.275862069,2.74,4,6,NA,0.235294118,2.23,4,2.485,4,0
26,Quick,N,F,Y,67,auditory2visual,133,189,rightanswer,416,context,auditory,a_het,Ja,Fluisterend,Doel,NA,3.056,2.13,0.300684485,NA,0.389830508,1.3,2,11,NA,0.211538462,3.3,4,2.3,16,134,88,rightanswer,219,target,visual,v_de,Ja,Soepele,Substituut,0.99406,2.75,2.58,0.340263692,NA,0.327586207,1.56,3,7,NA,0.352941176,0.6,10,1.08,0,0
27,Quick,Y,F,Y,67,auditory2visual,133,197,rightanswer,407,context,auditory,a_het,Nee,Lachend,Wantrouwen,0.921945,3.829,2.9,0.34375,NA,0.5,2.03,16,7,NA,0.1875,1.98,10,2.005,1,134,73,wronganswer,827,target,visual,v_de,Nee,Pijnlijke,Levering,0.980362,2.611,3.035,0.046536797,NA,0.047619048,2.4,1,9,NA,0.045454546,2.19,8,2.295,1,3.850147602
28,Quick,N,F,Y,67,auditory2visual,133,213,rightanswer,457,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,134,98,rightanswer,774,target,visual,v_het,Nee,Behaard,Beheer,1.04916,2.825,3.2,0.420930233,NA,0.441860465,1.45,6,7,NA,0.4,1.95,6,1.7,5,0
29,Quick,N,F,Y,67,haptic2visual,133,124,rightanswer,890,context,haptic,h_het,Nee,Zijdeachtig,Zeer,0.880074,3.911,1.6,0.255668399,NA,0.356164384,0.7,0,12,NA,0.155172414,3.5,4,2.1,19,134,31,rightanswer,1059,target,visual,v_de,Nee,Gevlekte,Belasting,0.981789,3.528,3.1,0.438251619,NA,0.680851064,1.4,3,8,NA,0.195652174,2.56,9,1.98,0,6.378426184
30,Quick,N,M,Y,67,auditory2visual,133,194,wronganswer,1007,context,auditory,a_het,Nee,Gillend,Feit,NA,3.389,1.67,0.313265306,NA,0.326530612,1.87,2,7,NA,0.3,3.15,4,2.51,3,134,83,rightanswer,787,target,visual,v_de,Ja,Metalen,Plug,0.86532,3.75,4.1,0.3,NA,0.2,2.38,1,7,NA,0.4,1.56,4,1.97,3,7.795234929
31,Quick,Y,F,Y,67,auditory2visual,133,200,wronganswer,471,context,auditory,a_het,Ja,Stil,Voornemen,0.876852,3.686,2.465,0.37515763,NA,0.442622951,3.58,8,4,NA,0.307692308,1.61,9,2.595,3,134,98,rightanswer,395,target,visual,v_het,Nee,Behaard,Beheer,1.04916,2.825,3.2,0.420930233,NA,0.441860465,1.45,6,7,NA,0.4,1.95,6,1.7,5,0
32,Quick,N,F,N,67,auditory2visual,133,212,wronganswer,568,context,auditory,a_het,Ja,Zoemend,Advies,NA,4.59,1.87,0.506112145,NA,0.603773585,0.85,0,7,NA,0.408450704,3.04,6,1.945,0,134,100,wronganswer,699,target,visual,v_de,Ja,Wazige,Verhulling,NA,3.367,3.47,0.47826087,NA,0.652173913,1.51,2,6,NA,0.304347826,0.78,10,1.145,1,0
34,Selfpaced,Y,M,Y,67,auditory2visual,133,211,wronganswer,1114,context,auditory,a_de,Nee,Melodieuze,Kennis,0.959205,3.811,2,0.494623656,NA,0.666666667,0.85,0,10,NA,0.322580645,3.22,6,2.035,1,134,96,rightanswer,660,target,visual,v_de,Ja,Verouderde,Pels,1.08048,3.188,3.7,0.406759907,NA,0.454545455,1.18,0,10,NA,0.358974359,1.26,4,1.22,9,0
35,Selfpaced,N,M,Y,67,auditory2visual,133,205,wronganswer,1017,context,auditory,a_het,Ja,Gedempt,Verleden,0.931374,3.378,1.8,0.413359789,NA,0.678571429,1.18,1,7,NA,0.148148148,3.3,8,2.24,7,134,83,rightanswer,833,target,visual,v_de,Ja,Metalen,Plug,0.86532,3.75,4.1,0.3,NA,0.2,2.38,1,7,NA,0.4,1.56,4,1.97,3,0
36,Selfpaced,N,F,Y,67,auditory2visual,133,191,wronganswer,430,context,auditory,a_het,Nee,Schreeuwend,Compliment,0.977691,3.444,3.035,0.308147397,NA,0.224137931,2.02,2,11,NA,0.392156863,2.59,10,2.305,0,134,77,rightanswer,233,target,visual,v_het,Nee,Hobbelig,Loon,1.03941,2.986,3.335,0.237440192,NA,0.315789474,1.58,0,8,NA,0.159090909,2.8,4,2.19,13,0
37,Selfpaced,N,F,Y,67,visual2visual,133,145,wronganswer,1415,context,visual,v_het,Nee,Breekbaar,Loon,0.920184,2.636,3.1,0.160427808,NA,0.161764706,1.9,0,9,NA,0.159090909,2.8,4,2.35,13,134,53,wronganswer,892,target,visual,v_de,Nee,Enorme,Plug,0.970384,3.25,2.965,0.338888889,NA,0.277777778,3.16,2,6,NA,0.4,1.56,4,2.36,3,3.850147602
38,Selfpaced,Y,F,Y,67,visual2visual,133,180,wronganswer,618,context,visual,v_de,Nee,Doorschijnende,Verhulling,NA,3.792,3.5,0.501011123,NA,0.697674419,0.48,0,14,NA,0.304347826,0.78,10,0.63,1,134,55,wronganswer,450,target,visual,v_de,Nee,Sterke,Wacht,0.683177,3.027,2.965,0.350793651,NA,0.301587302,3.08,7,6,NA,0.4,3.87,5,3.475,10,0
39,Selfpaced,N,M,Y,67,auditory2visual,133,213,rightanswer,1397,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,134,95,wronganswer,940,target,visual,v_het,Ja,Rauw,Sterven,0.814663,3.1,3.535,0.385531136,NA,0.461538462,2.24,11,4,NA,0.30952381,3.53,7,2.885,5,0
40,Quick,N,F,Y,67,visual2visual,133,166,wronganswer,268,context,visual,v_de,Ja,Stomme,Plug,0.769553,2.85,3.065,0.325,NA,0.25,3.43,10,6,NA,0.4,1.56,4,2.495,3,134,38,rightanswer,296,target,visual,v_de,Nee,Elastische,Boerderij,1.00684,3.982,3.8,0.15275967,NA,0.254237288,1.04,1,10,NA,0.051282051,2.77,9,1.905,0,0
41,Quick,N,F,N,67,haptic2visual,133,126,rightanswer,1078,context,haptic,h_het,Ja,Bevriezend,Contact,NA,3.257,2.4,0.257836991,NA,0.379310345,0.3,1,10,NA,0.136363636,3.37,7,1.835,2,134,14,rightanswer,472,target,visual,v_de,Nee,Diepe,Plug,0.914433,3.5,3.6,0.326666667,NA,0.253333333,2.69,10,5,NA,0.4,1.56,4,2.125,3,6.64118217
42,Selfpaced,N,F,Y,67,haptic2visual,133,128,rightanswer,375,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,134,25,rightanswer,361,target,visual,v_de,Ja,Schone,President,0.920504,3.471,2.73,0.370230079,NA,0.308641975,2.82,4,6,NA,0.431818182,3.07,9,2.945,0,7.121252453
44,Quick,N,F,Y,67,haptic2visual,133,121,wronganswer,110,context,haptic,h_het,Ja,Mals,Contact,1.20917,3.982,3.1,0.242094862,NA,0.347826087,1.64,13,4,NA,0.136363636,3.37,7,2.505,2,134,21,rightanswer,155,target,visual,v_het,Nee,Amber,Sterven,0.779902,2.857,3.725,0.364439325,NA,0.419354839,1.97,1,5,NA,0.30952381,3.53,7,2.75,5,0
45,Quick,N,F,Y,67,auditory2visual,133,215,wronganswer,1928,context,auditory,a_het,Ja,Hese,Verhoor,0.93572,3.159,4.335,0.569157393,NA,0.705882353,1.18,18,4,NA,0.432432433,2.43,7,1.805,4,134,102,rightanswer,693,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,0
46,Selfpaced,N,F,Y,67,haptic2visual,133,126,rightanswer,760,context,haptic,h_het,Ja,Bevriezend,Contact,NA,3.257,2.4,0.257836991,NA,0.379310345,0.3,1,10,NA,0.136363636,3.37,7,1.835,2,134,33,rightanswer,524,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,0
47,Selfpaced,N,F,Y,67,haptic2visual,133,138,wronganswer,1100,context,haptic,h_het,Nee,Glad,Vilt,0.83905,4.375,4.305,0.362650603,NA,0.325301205,2.17,2,6,NA,0.4,1.4,4,1.785,11,134,7,rightanswer,732,target,visual,v_het,Ja,Schriel,Loon,0.913305,3.369,2.7,0.277219873,NA,0.395348837,1.04,0,7,NA,0.159090909,2.8,4,1.92,13,0
48,Selfpaced,N,F,Y,67,visual2visual,133,161,rightanswer,380,context,visual,v_de,Nee,Dode,Levering,0.939932,2.556,3.265,0.287433156,NA,0.529411765,3.24,19,4,NA,0.045454546,2.19,8,2.715,1,134,44,rightanswer,464,target,visual,v_de,Ja,Zwakke,Worp,0.819115,3.402,3.17,0.255578094,NA,0.275862069,2.74,4,6,NA,0.235294118,2.23,4,2.485,4,8.06022424
49,Quick,N,M,Y,67,haptic2visual,133,121,wronganswer,661,context,haptic,h_het,Ja,Mals,Contact,1.20917,3.982,3.1,0.242094862,NA,0.347826087,1.64,13,4,NA,0.136363636,3.37,7,2.505,2,134,35,rightanswer,572,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,0
50,Quick,N,M,Y,67,visual2visual,133,156,wronganswer,1058,context,visual,v_de,Ja,Onmetelijke,Levering,1.02835,2.958,2.335,0.260822511,NA,0.476190476,1.26,0,11,NA,0.045454546,2.19,8,1.725,1,134,53,wronganswer,338,target,visual,v_de,Nee,Enorme,Plug,0.970384,3.25,2.965,0.338888889,NA,0.277777778,3.16,2,6,NA,0.4,1.56,4,2.36,3,0
1,Quick,N,F,Y,68,visual2visual,135,158,wronganswer,313,context,visual,v_het,Ja,Klonterig,Type,0.708814,2.794,2.63,0.271794872,3.53,0.276923077,0.78,0,9,1.73,0.266666667,3.08,4,1.93,5,136,49,rightanswer,454,target,visual,v_het,Nee,Mistig,Loon,0.934111,3.286,3.47,0.308116883,3.87,0.457142857,1.7,2,6,3.07,0.159090909,2.8,4,2.25,13,0
2,Quick,N,F,Y,68,visual2visual,135,173,wronganswer,560,context,visual,v_het,Nee,Licht,Fortuin,0.945551,3.173,3.265,0.38125,NA,0.5125,3.43,10,5,NA,0.25,2.69,7,3.06,0,136,37,wronganswer,820,target,visual,v_het,Ja,Brak,Bezit,0.901718,3.314,2.71,0.149180328,NA,0.2,2.9,7,4,NA,0.098360656,3.16,5,3.03,4,8.909100135
3,Quick,N,F,Y,68,auditory2visual,135,195,wronganswer,686,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,136,87,rightanswer,611,target,visual,v_de,Ja,Vochtige,Mist,0.690076,3.302,4.12,0.335716777,NA,0.245901639,1.77,1,8,NA,0.425531915,3.16,4,2.465,15,0
4,Quick,N,F,Y,68,visual2visual,135,155,wronganswer,582,context,visual,v_de,Ja,Mottige,Verhulling,NA,2.867,2.07,0.255639098,NA,0.142857143,0.6,1,7,NA,0.368421053,0.78,10,0.69,1,136,72,rightanswer,531,target,visual,v_het,Ja,Grotesk,Effect,0.94522,3.571,2.075,0.635888502,NA,0.857142857,1.34,1,7,NA,0.414634146,2.77,6,2.055,0,0
5,Quick,Y,F,Y,68,haptic2visual,135,118,rightanswer,951,context,haptic,h_het,Nee,Doorweekt,Welzijn,0.995511,3.59,2.565,0.227756893,NA,0.297619048,1.86,0,9,NA,0.157894737,2.33,7,2.095,0,136,20,wronganswer,1206,target,visual,v_de,Ja,Verkoolde,Plug,0.91221,2.85,4.13,0.362790698,NA,0.325581395,1.32,1,9,NA,0.4,1.56,4,1.44,3,0
6,,N,F,Y,68,auditory2visual,135,195,rightanswer,1079,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,136,87,rightanswer,951,target,visual,v_de,Ja,Vochtige,Mist,0.690076,3.302,4.12,0.335716777,NA,0.245901639,1.77,1,8,NA,0.425531915,3.16,4,2.465,15,0
8,,N,F,Y,68,auditory2visual,135,211,rightanswer,541,context,auditory,a_de,Nee,Melodieuze,Kennis,0.959205,3.811,2,0.494623656,NA,0.666666667,0.85,0,10,NA,0.322580645,3.22,6,2.035,1,136,103,wronganswer,367,target,visual,v_het,Ja,Luchtig,Oosten,1.00194,2.762,2.87,0.510317461,NA,0.377777778,1.73,1,7,NA,0.642857143,2.71,6,2.22,5,0
9,,N,F,Y,68,auditory2visual,135,214,rightanswer,727,context,auditory,a_het,Ja,Schel,Geluid,0.618908,3.619,3.27,0.520108696,NA,0.475,1,10,5,NA,0.565217391,3.14,6,2.07,4,136,106,rightanswer,619,target,visual,v_de,Nee,Fuchsia,Eigenaar,0.94063,3.902,3.735,0.577106519,NA,0.918918919,1,0,7,NA,0.235294118,3.02,8,2.01,1,0
10,,N,F,Y,68,haptic2visual,135,136,rightanswer,444,context,haptic,h_de,Nee,Klamme,Geest,0.834267,2.567,2.57,0.355983773,NA,0.470588235,1.4,10,6,NA,0.24137931,3.28,5,2.34,9,136,28,rightanswer,506,target,visual,v_de,Nee,Groeiende,Wacht,NA,3.527,3.2,0.415384616,NA,0.430769231,1.91,3,9,NA,0.4,3.87,5,2.89,10,0
11,Quick,N,F,Y,68,auditory2visual,135,216,rightanswer,1271,context,auditory,a_het,Nee,Lauw,Volume,0.871071,2.563,3.265,0.57184529,NA,0.662921348,1.54,10,4,NA,0.480769231,1.99,6,1.765,0,136,97,rightanswer,611,target,visual,v_de,Ja,Heldere,Situatie,0.765895,4,3.2,0.411304348,NA,0.54,2.33,7,7,NA,0.282608696,3.33,8,2.83,1,0
12,Quick,N,M,Y,68,visual2visual,135,166,rightanswer,267,context,visual,v_de,Ja,Stomme,Plug,0.769553,2.85,3.065,0.325,NA,0.25,3.43,10,6,NA,0.4,1.56,4,2.495,3,136,48,wronganswer,367,target,visual,v_de,Ja,Rotsige,Beurs,0.981565,2.6,3.07,0.3046875,NA,0.359375,0.78,1,7,NA,0.25,2.61,5,1.695,1,0
13,Quick,N,F,Y,68,visual2visual,135,155,rightanswer,647,context,visual,v_de,Ja,Mottige,Verhulling,NA,2.867,2.07,0.255639098,NA,0.142857143,0.6,1,7,NA,0.368421053,0.78,10,0.69,1,136,67,rightanswer,555,target,visual,v_de,Nee,Bronzen,Boete,0.985813,2.96,3.3,0.480107527,NA,0.766666667,1.61,2,7,NA,0.193548387,2.47,5,2.04,8,0
14,Selfpaced,N,F,Y,68,haptic2visual,135,136,rightanswer,755,context,haptic,h_de,Nee,Klamme,Geest,0.834267,2.567,2.57,0.355983773,NA,0.470588235,1.4,10,6,NA,0.24137931,3.28,5,2.34,9,136,35,wronganswer,595,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,0
15,Selfpaced,N,F,Y,68,visual2visual,135,161,rightanswer,460,context,visual,v_de,Nee,Dode,Levering,0.939932,2.556,3.265,0.287433156,NA,0.529411765,3.24,19,4,NA,0.045454546,2.19,8,2.715,1,136,71,rightanswer,389,target,visual,v_de,Ja,Hoge,Plug,1.03526,4.05,3.63,0.54375,NA,0.6875,3.19,21,4,NA,0.4,1.56,4,2.375,3,8.613775289
16,Selfpaced,N,F,Y,68,auditory2visual,135,195,wronganswer,870,context,auditory,a_de,Ja,Morrende,Leiding,NA,3.571,2.67,0.326794258,NA,0.526315789,0.3,0,8,NA,0.127272727,3.09,7,1.695,0,136,82,wronganswer,446,target,visual,v_de,Nee,Golvende,Plug,0.923349,3.875,4.13,0.284415585,NA,0.168831169,1.3,2,8,NA,0.4,1.56,4,1.43,3,0
17,Selfpaced,N,F,Y,68,haptic2visual,135,113,wronganswer,304,context,haptic,h_het,Nee,Kietelend,Pistool,NA,4.089,4.87,0.2,NA,0.307692308,0.6,1,9,NA,0.092307692,3.23,7,1.915,0,136,29,rightanswer,628,target,visual,v_het,Ja,Tenger,Effect,0.917275,3.671,2.535,0.417843389,NA,0.421052632,1.3,1,6,NA,0.414634146,2.77,6,2.035,0,5.955837369
18,Selfpaced,N,F,Y,68,visual2visual,135,149,wronganswer,397,context,visual,v_de,Nee,Vuile,Prins,0.938472,2.929,3.7,0.224053296,NA,0.274193548,3.25,10,5,NA,0.173913044,2.78,5,3.015,2,136,38,rightanswer,334,target,visual,v_de,Nee,Elastische,Boerderij,1.00684,3.982,3.8,0.15275967,NA,0.254237288,1.04,1,10,NA,0.051282051,2.77,9,1.905,0,0
19,Selfpaced,N,F,Y,68,visual2visual,135,163,rightanswer,1095,context,visual,v_de,Nee,Getande,Boete,0.998269,2.946,3.1,0.29920635,NA,0.288888889,0.7,1,7,NA,0.30952381,2.47,5,1.585,8,136,66,wronganswer,1866,target,visual,v_het,Nee,Kleurrijk,Fortuin,0.914891,3.214,2.9,0.447916667,NA,0.645833333,1.76,1,9,NA,0.25,2.69,7,2.225,0,0
20,Selfpaced,N,F,Y,68,visual2visual,135,158,wronganswer,701,context,visual,v_het,Ja,Klonterig,Type,0.708814,2.794,2.63,0.271794872,NA,0.276923077,0.78,0,9,NA,0.266666667,3.08,4,1.93,5,136,58,wronganswer,842,target,visual,v_de,Ja,Bleke,Ziekte,0.818318,3.6,3.63,0.354204477,NA,0.620689655,1.92,4,5,NA,0.087719298,2.98,6,2.45,3,0
21,Selfpaced,N,F,Y,68,haptic2visual,135,117,rightanswer,635,context,haptic,h_de,Ja,Slijmerige,Vloeistof,0.650393,4,3.735,0.222513743,NA,0.289855072,1.75,1,10,NA,0.155172414,2.21,9,1.98,0,136,17,rightanswer,905,target,visual,v_de,Ja,Ondiepe,Kwestie,0.879064,2.938,2.365,0.332810867,NA,0.424242424,1.54,1,7,NA,0.24137931,3.03,7,2.285,1,0
22,Selfpaced,N,M,Y,68,visual2visual,135,172,wronganswer,2497,context,visual,v_de,Nee,Langgerekte,Verbeelding,0.862372,3.821,2.3,0.37340302,NA,0.380952381,0.48,2,11,NA,0.365853659,2.49,11,1.485,0,136,54,wronganswer,705,target,visual,v_de,Nee,Fonkelende,Verhulling,NA,3.367,3.87,0.339673913,NA,0.375,1.3,1,10,NA,0.304347826,0.78,10,1.04,1,0
23,Selfpaced,N,F,Y,68,visual2visual,135,165,rightanswer,535,context,visual,v_de,Nee,Papperige,Wacht,0.717868,2.381,3.235,0.307843137,NA,0.215686274,0.3,0,9,NA,0.4,3.87,5,2.085,10,136,51,rightanswer,1262,target,visual,v_de,Nee,Aardse,Magie,0.839526,2.286,1.97,0.312807882,NA,0.142857143,2.18,6,6,NA,0.482758621,2.75,5,2.465,1,0
24,Selfpaced,Y,M,Y,68,visual2visual,135,152,wronganswer,539,context,visual,v_de,Ja,Zanderige,Race,0.956875,3.014,4.17,0.235987792,NA,0.132352941,0.7,0,9,NA,0.339622642,2.5,4,1.6,9,136,65,rightanswer,476,target,visual,v_het,Ja,Bruin,Type,0.708907,2.794,2.765,0.442857143,NA,0.619047619,2.68,3,5,NA,0.266666667,3.08,4,2.88,5,10.56514407
26,Quick,N,F,Y,68,haptic2visual,135,123,rightanswer,245,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,136,6,rightanswer,778,target,visual,v_de,Nee,Grove,Sierlijkheid,0.931037,3.446,2.07,0.274487836,NA,0.253521127,2.16,6,5,NA,0.295454545,0.6,12,1.38,0,7.942006808
27,Quick,Y,F,Y,68,haptic2visual,135,135,wronganswer,292,context,haptic,h_de,Nee,Zere,Rots,0.845866,4.107,3.165,0.354010025,NA,0.357142857,1.86,19,4,NA,0.350877193,2.62,4,2.24,8,136,8,wronganswer,456,target,visual,v_de,Ja,Plantaardige,Aantekening,0.819882,3.143,3.165,0.288194445,NA,0.354166667,1.26,0,12,NA,0.222222222,1.76,11,1.51,0,0
28,Quick,N,F,Y,68,visual2visual,135,155,wronganswer,393,context,visual,v_de,Ja,Mottige,Verhulling,NA,2.867,2.07,0.255639098,NA,0.142857143,0.6,1,7,NA,0.368421053,0.78,10,0.69,1,136,68,rightanswer,560,target,visual,v_de,Nee,Paarse,Vrijheid,1.01049,3.955,2.8,0.497389654,NA,0.790697674,2.15,10,6,NA,0.204081633,3.11,8,2.63,0,0
29,Quick,N,F,Y,68,visual2visual,135,155,wronganswer,627,context,visual,v_de,Ja,Mottige,Verhulling,NA,2.867,2.07,0.255639098,NA,0.142857143,0.6,1,7,NA,0.368421053,0.78,10,0.69,1,136,65,rightanswer,531,target,visual,v_het,Ja,Bruin,Type,0.708907,2.794,2.765,0.442857143,NA,0.619047619,2.68,3,5,NA,0.266666667,3.08,4,2.88,5,0
